full_name,pos,age,team,games,games_started,mpg,fg,fga,fgp,threeP,threePA,threePP,twoP,twoPA,twoPP,efg,ft,fta,ftp,orb,drb,rpg,apg,spg,bpg,tpg,fouls,ppg
Terry Taylor,SG,22,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
Trayvon Palmer,SG,27,DET,1,0,17,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,1,2,0
Jaysean Paige,PG,27,DET,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,2,0
Malik Newman,PG,24,CLE,1,0,8,3,5,0.6,0,1,0,3,4,0.75,0.6,2,2,1,0,1,1,1,0,0,1,0,8
Ade Murkey,SG,24,SAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Juwan Morgan,PF,24,TOR,1,0,27,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,2,2,4,1,0,0,0,3,5
Matt Mooney,SG,24,NYK,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0
C.J. Miles,SG,34,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Mac McClung,PG,23,CHI,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,2
Brook Lopez,C,33,MIL,1,1,28,3,9,0.333,2,4,0.5,1,5,0.2,0.444,0,0,,2,3,5,0,1,3,0,3,8
Isaiah Livers,SF,23,DET,1,0,5,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,1,1,1,1,0
Arnoldas Kulboka,SF,24,CHO,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Joe Johnson,SG,40,BOS,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
DeJon Jarreau,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Scotty Hopson,SG,32,OKC,1,0,18,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,0,1,1,1,0,0,2,1,4
Jaylen Hoard,SF,22,OKC,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,1,1,2,0,0,0,0,0,0
Tyler Hall,SG,24,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jaime Echenique,C,24,WAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Javin DeLaurier,C,23,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0
Sam Dekker,PF,27,TOR,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Ahmad Caver,PG,25,IND,1,0,1,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
Jordan Bell,C,27,CHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,0
M.J. Walker,SG,23,PHO,2,0,4,0,2,0,0,1,0,0,1,0,0,0,0,,0,0.5,0.5,0.5,1,0,0,0.5,0
Klay Thompson,SG,31,GSW,2,2,20,6,15.5,0.387,2.5,6.5,0.385,3.5,9,0.389,0.468,1,1,1,0.5,2.5,3,2,0.5,1,2.5,2,15.5
Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0,0,0,0,0,0,0,0.5,1
Nik Stauskas,SG,28,MIA,2,0,12,1.5,4,0.375,1,2,0.5,0.5,2,0.25,0.5,1.5,2,0.75,0.5,1,1.5,0.5,0,0,0,0.5,5.5
Jaden Springer,SG,19,PHI,2,0,3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0.5,1,0,0,1,0.5,0,1
Xavier Sneed,SF,24,MEM,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0.5,0.5,1,0,0,0,0,1,0
Tre Scott,SF,25,CLE,2,0,5.5,1.5,3,0.5,0,0.5,0,1.5,2.5,0.6,0.5,0,0,,0.5,0.5,1,0,0.5,0.5,0,1,3
Jordan Schakel,SG,23,WAS,2,0,7,0,3,0,0,1.5,0,0,1.5,0,0,0,0,,1,0.5,1.5,0,0,0,0,0,0
Olivier Sarr,C,22,OKC,2,0,7,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,1,1,1,0,2.5,2.5,0,0,1,0,0.5,2
Reggie Perry,PF,21,POR,2,0,20.5,2,4.5,0.444,0.5,1,0.5,1.5,3.5,0.429,0.5,1,1,1,1,2.5,3.5,1,0.5,0,0.5,3,5.5
Cameron Oliver,SF,25,ATL,2,0,21.5,5,7.5,0.667,0.5,1.5,0.333,4.5,6,0.75,0.7,1,1.5,0.667,1,2,3,1.5,0.5,0.5,0,2.5,11.5
Emmanuel Mudiay,PG,25,SAC,2,0,5.5,0,1,0,0,0,,0,1,0,0,1.5,2,0.75,0,0,0,2,0.5,0,0.5,0.5,1.5
Didi Louzada,SF,22,NOP,2,0,3.5,0,1.5,0,0,1.5,0,0,0,,0,0,0,,1,0,1,0.5,0,0,0,0,0
Scottie Lewis,SG,21,CHO,2,0,3.5,0,0,,0,0,,0,0,,,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0.5
Anthony Lamb,SF,24,SAS,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,1,0,0,0,0,0
Braxton Key,SF,24,PHI,2,0,3,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,0.5,1,0.5,0.5,0,1,0.5,1
Mason Jones,SG,23,LAL,2,0,4.5,1,4,0.25,0,1,0,1,3,0.333,0.25,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.5,0.5,2.5
Jemerrio Jones,SF,26,LAL,2,0,7.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,1,0.5,1.5,0,0.5,0,0,1,2
David Johnson,SG,20,TOR,2,0,1,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Kyrie Irving,PG,29,BRK,2,2,36,9,19,0.474,1.5,5,0.3,7.5,14,0.536,0.513,2.5,2.5,1,0.5,5,5.5,4,2,1,3,2.5,22
Nate Hinton,SG,22,IND,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0
Shaquille Harrison,SG,28,BRK,2,0,11.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2
Jared Harper,PG,24,NOP,2,0,5,1.5,3.5,0.429,0.5,1,0.5,1,2.5,0.4,0.5,0,0,,0.5,0,0.5,1.5,0,0.5,0.5,1,3.5
Rui Hachimura,PF,23,WAS,2,0,14.5,2.5,6.5,0.385,0,1.5,0,2.5,5,0.5,0.385,1.5,3,0.5,0.5,2,2.5,1,0,0,0.5,1,6.5
Jordan Goodwin,SG,23,WAS,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0.5,0.5,0,0,0,0,0.5,0
Rob Edwards,SG,25,OKC,2,0,5.5,0.5,2,0.25,0.5,2,0.25,0,0,,0.375,0,0,,0,1.5,1.5,0,0,0,0.5,0,1.5
Sekou Doumbouya,PF,21,LAL,2,0,8,2.5,4,0.625,0.5,1,0.5,2,3,0.667,0.688,1.5,2,0.75,1,2,3,0,1.5,1,1,0.5,7
Damyean Dotson,SG,27,NYK,2,0,10.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,,0,1,1,0.5,0,0,0,0,2
Vernon Carey Jr.,C,20,CHO,2,1,6,1.5,3,0.5,0,0,,1.5,3,0.5,0.5,0.5,0.5,1,1,0.5,1.5,0,0.5,0,0.5,0.5,3.5
Shaq Buchanan,PG,25,MEM,2,0,5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,,0.5,0.5,1,1,0.5,0,1,0.5,1
Paris Bass,SF,26,PHO,2,0,3.5,1,3,0.333,0,1,0,1,2,0.5,0.333,1,1,1,1,1,2,0,0.5,0,1,1,3
D.J. Wilson,PF,25,TOR,3,1,16,2.7,3.7,0.727,0,0.7,0,2.7,3,0.889,0.727,2.7,3.3,0.8,0.3,4.3,4.7,1.3,1.7,0.3,0.7,1.7,8
Quinndary Weatherspoon,SG,25,GSW,3,0,5.3,1.3,1.3,1,0,0,,1.3,1.3,1,1,0,0,,0,0.3,0.3,0,0.3,0.3,0.3,1.7,2.7
Tremont Waters,PG,24,TOT,3,0,16.7,1.3,4.7,0.286,0.7,3,0.222,0.7,1.7,0.4,0.357,0,0,,0,1.3,1.3,2.3,1.7,0,1.3,1.3,3.3
Derrick Walton,PG,26,DET,3,3,36,2,8.7,0.231,1,4.3,0.231,1,4.3,0.231,0.288,1.3,1.3,1,0.7,2.7,3.3,7,2.3,1.3,3.7,2.7,6.3
Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,1,1.3,0.75,0.3,1,1.3,1.3,0.3,0,0,1,2
Jon Teske,C,24,MEM,3,0,2.7,0,0.3,0,0,0,,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0
Emanuel Terry,PF,25,PHO,3,0,6,0,1.7,0,0,0,,0,1.7,0,0,0,0,,2.7,2.3,5,0.7,0.3,0,1.7,1.3,0
Craig Sword,SG,,WAS,3,0,6.3,1,1.3,0.75,0,0.3,0,1,1,1,0.75,0,0,,0,0,0,0.3,1.3,0,0.3,2.3,2
Deividas Sirvydis,SG,21,DET,3,0,9,0.3,3.3,0.1,0.3,2.3,0.143,0,1,0,0.15,0,0,,0,2,2,0.3,1,0.3,0,1.3,1
Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0,0.7,0,0.375,0.7,1.3,0.5,0,0.3,0.3,0.3,0,0,0,0.3,1.7
Micah Potter,C,23,DET,3,0,10.3,1.7,3.7,0.455,0,0.7,0,1.7,3,0.556,0.455,0.7,0.7,1,1.3,1.7,3,0,0.3,0.3,0.3,1.3,4
Norvel Pelle,C,28,UTA,3,0,6.3,1,1.7,0.6,0,0,,1,1.7,0.6,0.6,0,0,,1,1,2,0,0,0.3,0.7,0.3,2
Daniel Oturu,C,22,TOR,3,0,9,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,1,1.7,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3
Jaylen Morris,SG,26,SAS,3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7
Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2,0.333,1,2.7,0.375,0.429,0.7,0.7,1,2,3,5,1,0,0.3,0,2.3,4.7
Vit Krejci,SG,21,OKC,3,0,3,0,0.7,0,0,0.7,0,0,0,,0,0.7,0.7,1,0,1,1,0,0,0,0.3,0,0.7
Luke Kornet,C,26,TOT,3,0,6,0.3,2,0.167,0,0.3,0,0.3,1.7,0.2,0.167,0.7,1,0.667,1,0.3,1.3,0.3,0,0.3,0,0.7,1.3
Brandon Knight,PG,30,DAL,3,0,18,3,6.7,0.45,1.3,4.3,0.308,1.7,2.3,0.714,0.55,2.7,2.7,1,0,2.3,2.3,2.7,0.3,0,1.3,1.7,10
DaQuan Jeffries,SG,24,MEM,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0,0.7,0.7,0.3,0,0,0,0.3,0.7
Wes Iwundu,SF,27,ATL,3,1,27.3,2.7,6,0.444,1,1.7,0.6,1.7,4.3,0.385,0.528,1,1.3,0.75,1,3.3,4.3,0,0.3,0,0.3,2.7,7.3
Malcolm Hill,SG,26,ATL,3,0,15.3,1.7,2.7,0.625,1,1.7,0.6,0.7,1,0.667,0.813,1.3,1.3,1,0.7,1.3,2,0.3,1.3,0.3,0,2.3,5.7
Brandon Goodwin,PG,26,CLE,3,0,22.7,3.3,8.7,0.385,0,2.3,0,3.3,6.3,0.526,0.385,0.7,2.7,0.25,0.7,3,3.7,4.7,0.7,0,1.7,2.3,7.3
Cheick Diallo,C,25,DET,3,0,10.3,1,2.7,0.375,0,0,,1,2.7,0.375,0.375,1.7,2,0.833,1.3,2.7,4,0,0.3,0,0.3,2,3.7
Jarron Cumberland,SG,24,POR,3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0.3,0.7,1,0.3,0,0,0,0.7,0.7
Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3
Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,0.5,0.7,1,0.667,0,0.3,0,0.75,0,0,,0,0.3,0.3,0.3,0,0,0.7,0,2
Cat Barber,PG,27,ATL,3,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0,1.3,0,0.3,0.7,1,1,0,0,0.3,0.3,0
Neemias Queta,C,22,SAC,4,0,8.5,1,2.8,0.364,0,0,,1,2.8,0.364,0.364,0.8,1,0.75,1,1.5,2.5,0.8,0.3,0.3,0.5,1.3,2.8
Eugene Omoruyi,SF,24,DAL,4,0,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1,0.5,0.5,1.3,1.8,0.5,0,0,0,0.5,1.8
JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0,0,0,0.5,0,0,0,0.3,0
Dakota Mathias,SG,26,MEM,4,0,2,0.5,1,0.5,0.5,1,0.5,0,0,,0.75,0,0,,0,0.5,0.5,0,0,0,0,0.3,1.5
George King,SF,28,DAL,4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3
B.J. Johnson,SF,26,ORL,4,0,16.3,2.8,6.3,0.44,1,2.5,0.4,1.8,3.8,0.467,0.52,0,0,,1.5,2.3,3.8,0,0,0.3,0,1,6.5
Justin Jackson,SF,26,TOT,4,0,6.3,1.3,2,0.625,0.8,1.3,0.6,0.5,0.8,0.667,0.813,0.5,0.5,1,0.3,1.3,1.5,0,0,0,0.3,0.5,3.8
Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0
Haywood Highsmith,SF,25,MIA,4,0,10.5,1,2,0.5,1,1.8,0.571,0,0.3,0,0.75,0,0,,0.5,0.8,1.3,0,0,0.3,0,0.8,3
Donte DiVincenzo,SG,25,MIL,4,0,16.5,1,6.3,0.16,1,4.3,0.235,0,2,0,0.24,3,3.3,0.923,1.8,3.5,5.3,0.5,0.3,0,1.5,1.3,6
Bismack Biyombo,C,29,PHO,4,0,16.3,2.8,4,0.688,0,0,,2.8,4,0.688,0.688,1.3,2,0.625,2,3,5,1,0.8,1.8,0.5,1.8,6.8
Patrick Williams,PF,20,CHI,5,5,25,2.6,4.6,0.565,0.6,1.2,0.5,2,3.4,0.588,0.63,0.8,0.8,1,0.2,2,2.2,0.6,0.6,0.4,0.4,1.8,6.6
Isaiah Thomas,PG,32,TOT,5,1,22.8,3,9.4,0.319,1,5,0.2,2,4.4,0.455,0.372,1.6,2.2,0.727,0.2,1.4,1.6,2,0,0.4,1,2.4,8.6
Brodric Thomas,SG,25,BOS,5,0,4.4,0.2,1.2,0.167,0,0.8,0,0.2,0.4,0.5,0.167,0.4,0.4,1,0.2,0.6,0.8,0.6,0,0,0.4,0,0.8
Cassius Stanley,SG,22,DET,5,1,21.2,2.8,6.6,0.424,0.8,2.4,0.333,2,4.2,0.476,0.485,1.6,1.6,1,1,1.4,2.4,0.6,0.6,0.4,1,1.8,8
Myles Powell,PG,24,PHI,5,0,7.4,0.8,2.4,0.333,0.2,0.8,0.25,0.6,1.6,0.375,0.375,0.4,0.4,1,0.2,0.8,1,0.4,0.2,0,0.6,1.2,2.2
RJ Nembhard Jr.,SG,22,CLE,5,0,8,1,2.2,0.455,0,0.2,0,1,2,0.5,0.455,0.2,0.4,0.5,0,0.4,0.4,2,0,0,0.2,0.4,2.2
Xavier Moon,SG,27,LAC,5,0,13.8,2.2,6,0.367,0.2,1.6,0.125,2,4.4,0.455,0.383,0,0,,0.2,1.6,1.8,1.2,1,0.2,0.4,0.6,4.6
Greg Monroe,C,31,TOT,5,0,16.2,2.6,4.4,0.591,0,0,,2.6,4.4,0.591,0.591,0.4,1,0.4,2.4,3.8,6.2,2.4,0.6,1,1.2,1.8,5.6
Louis King,SF,22,SAC,5,0,11,1.8,5.2,0.346,1,3.2,0.313,0.8,2,0.4,0.442,1.2,1.4,0.857,0,1.6,1.6,0.2,0.4,0,0,1.6,5.8
Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0,0.2,0,0.2,1.6,0.125,0.111,0.4,0.4,1,0.2,0.4,0.6,1,0.2,0,0.6,0,0.8
Kyle Guy,SG,24,MIA,5,0,20.2,3.6,7,0.514,1.8,4,0.45,1.8,3,0.6,0.643,0.8,1,0.8,0.2,1.4,1.6,2.6,0.8,0.2,1,1.8,9.8
Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4,0.3,0.4,3,0.133,0.8,1,0.8,0.35,0,0,,0.4,2.6,3,0.4,0.2,0,0.8,1.4,2.8
James Ennis III,SF,31,TOT,5,0,9.2,1.8,3.6,0.5,0.6,1.2,0.5,1.2,2.4,0.5,0.583,0.8,0.8,1,0.8,1.2,2,0,0.4,0.4,0.4,1,5
Goran Dragić,PG,35,TOR,5,2,18,2.6,6.8,0.382,0.8,2.8,0.286,1.8,4,0.45,0.441,2,2,1,0.4,2.4,2.8,1.8,1,0.2,0.2,1.6,8
Jeff Dowtin,PG,24,TOT,5,0,6.2,0.6,1.4,0.429,0,0.4,0,0.6,1,0.6,0.429,0,0,,0.2,1.2,1.4,0.6,0,0.2,0.2,0.4,1.2
Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1,1.2,0.833,0.2,3,3.2,0.8,0.4,0,0.2,1.4,6.2
Charlie Brown Jr.,SG,24,TOT,5,0,10,0.4,2,0.2,0,1.2,0,0.4,0.8,0.5,0.2,0.4,0.6,0.667,0.2,1.4,1.6,0.4,1.2,0.4,0.4,0.8,1.2
Marko Simonovic,C,22,CHI,6,0,3.7,0,1.2,0,0,0.5,0,0,0.7,0,0,0.8,1,0.833,0.5,0.5,1,0,0,0.2,0.3,0.8,0.8
Chris Silva,PF,25,TOT,6,0,10.7,1.3,2.2,0.615,0,0,,1.3,2.2,0.615,0.615,1.3,1.5,0.889,1.7,2.8,4.5,0.5,0,0,0.7,2,4
Yves Pons,SF,22,MEM,6,0,3.5,0.2,0.5,0.333,0.2,0.2,1,0,0.3,0,0.5,0,0.3,0,0.3,0.5,0.8,0,0,0,0,0.3,0.5
Jamorko Pickett,PF,24,DET,6,0,7.8,0.2,1.7,0.1,0.2,1.2,0.143,0,0.5,0,0.15,0,0,,0.3,1.2,1.5,0.2,0,0.2,0.5,0.5,0.5
Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4,0.333,1.2,3.8,0.304,0.2,0.2,1,0.479,0.3,0.7,0.5,0.2,1,1.2,0.7,0,0,0.3,0.5,4.2
Tyler Johnson,PG,29,TOT,6,0,15.2,1,3.3,0.3,0.8,2.2,0.385,0.2,1.2,0.143,0.425,0,0,,0.5,1.5,2,1.2,0.5,0.5,0.3,1.2,2.8
Chandler Hutchison,SF,25,PHO,6,0,3.7,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7
Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3
Wenyen Gabriel,PF,24,TOT,6,0,7.2,0.7,2,0.333,0.2,0.7,0.25,0.5,1.3,0.375,0.375,0.3,0.7,0.5,0.7,1.3,2,0.3,0.2,0.3,0.2,1.5,1.8
Devontae Cacok,PF,25,SAS,6,0,9,2.2,3.2,0.684,0,0,,2.2,3.2,0.684,0.684,0,0,,0.8,2.5,3.3,0.3,0.7,0.8,0.2,1.3,4.3
Udoka Azubuike,C,22,UTA,6,1,6.7,0.7,0.8,0.8,0,0,,0.7,0.8,0.8,0.8,0.2,0.3,0.5,0.3,1,1.3,0,0.2,0.3,0.3,0.5,1.5
Justin Anderson,SF,28,TOT,6,0,12.8,1,3.2,0.316,0.5,2.5,0.2,0.5,0.7,0.75,0.395,1,1.2,0.857,0.3,1.3,1.7,1.5,0.3,0.2,0.5,1.5,3.5
Keifer Sykes,PG,28,IND,7,5,26.9,3.7,8.7,0.426,1.4,4.7,0.303,2.3,4,0.571,0.508,1.1,1.3,0.889,0.3,2.4,2.7,3.6,0.6,0.1,1.4,2.6,10
Onyeka Okongwu,C,21,ATL,7,2,23,3.7,5,0.743,0,0,,3.7,5,0.743,0.743,2,2.3,0.875,2,4.1,6.1,1.1,0.6,1.3,1.4,3.7,9.4
Alfonzo McKinnie,SF,29,CHI,7,0,14,2,4,0.5,1.1,2.3,0.5,0.9,1.7,0.5,0.643,0,0.3,0,0.7,0.9,1.6,0.4,0.3,0.3,0.4,1.3,5.1
Stanley Johnson,PF,25,LAL,7,5,22.6,1.9,4.3,0.433,0.6,2.6,0.222,1.3,1.7,0.75,0.5,1.3,1.4,0.9,0.4,2.3,2.7,1.3,1.1,0.4,0.4,4,5.6
Sam Hauser,SF,24,BOS,7,0,4.4,0.4,1.6,0.273,0.4,1.6,0.273,0,0,,0.409,0,0,,0.1,0.4,0.6,0.1,0.1,0.1,0,0.1,1.3
Langston Galloway,SG,30,TOT,7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0,0,,0.4,2.1,2.6,1.7,0.1,0,0.9,1,2
Malik Fitts,PF,24,UTA,7,0,5,0.3,1.3,0.222,0.3,0.6,0.5,0,0.7,0,0.333,0,0,,0,1.4,1.4,0,0,0,0.3,0.4,0.9
Gabriel Deck,PF,26,OKC,7,0,8,1.1,2,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0,0,,0.1,0.7,0.9,0.7,0.1,0,0.3,0.3,2.6
Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,,0.1,0.3,0.4,0.6,0,0,0,0,0.3
Trevor Ariza,SF,36,LAL,7,1,16.6,1.1,2,0.571,1,1.9,0.538,0.1,0.1,1,0.821,0.1,0.3,0.5,0.1,3,3.1,1,0.1,0.1,0.1,0.4,3.4
Robert Woodard II,SF,22,SAC,8,0,1.9,0.1,0.5,0.25,0.1,0.1,1,0,0.4,0,0.375,0.3,0.3,1,0,0.3,0.3,0,0,0,0.1,0.3,0.6
Trevelin Queen,SG,24,HOU,8,0,8.6,1.6,3.6,0.448,1,2.8,0.364,0.6,0.9,0.714,0.586,0.4,0.4,1,0.6,1.1,1.8,0.4,0.6,0,0.9,0.8,4.6
Daishen Nix,SG,19,HOU,8,0,8.4,1.6,2.5,0.65,0.4,0.9,0.429,1.3,1.6,0.769,0.725,0.1,0.4,0.333,0.1,1.1,1.3,1.3,0.9,0,1.1,0.4,3.8
Udonis Haslem,C,41,MIA,8,0,6.5,1.3,2.5,0.5,0.1,0.3,0.5,1.1,2.3,0.5,0.525,0.4,0.4,1,0.5,1.6,2.1,0.3,0.1,0.1,0.3,1.4,3
Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3
Kessler Edwards,SF,21,BRK,8,1,20.3,2.8,6.5,0.423,1.3,3,0.417,1.5,3.5,0.429,0.519,0,0,,1.4,3.3,4.6,1.1,0.6,0.6,1.1,1.1,6.8
